cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
overtonefalloff1l,overtoneFalloff1l,0.0,0.0,1.0,Harmonics Falloff 1 Lock,46,Harmonics Falloff 1 Lock,46,Harmonics Falloff 1 Lock
changerepeat1l,changeRepeat1l,0.0,0.0,1.0,Pitch Jump Repeat Speed 1 Lock,47,Pitch Jump Repeat Speed 1 Lock,47,Pitch Jump Repeat Speed 1 Lock
changeamount1l,changeAmount1l,0.0,0.0,1.0,Pitch Jump Amount 1 1 Lock,48,Pitch Jump Amount 1 1 Lock,48,Pitch Jump Amount 1 1 Lock
changespeed1l,changeSpeed1l,0.0,0.0,1.0,Pitch Jump Onset 1 1 Lock,49,Pitch Jump Onset 1 1 Lock,49,Pitch Jump Onset 1 1 Lock
changeamount21l,changeAmount21l,0.0,0.0,1.0,Pitch Jump Amount 2 1 Lock,50,Pitch Jump Amount 2 1 Lock,50,Pitch Jump Amount 2 1 Lock
changespeed21l,changeSpeed21l,0.0,0.0,1.0,Pitch Jump Onset 2 1 Lock,51,Pitch Jump Onset 2 1 Lock,51,Pitch Jump Onset 2 1 Lock
squareduty1l,squareDuty1l,0.0,0.0,1.0,Square Duty 1 Lock,52,Square Duty 1 Lock,52,Square Duty 1 Lock
dutysweep1l,dutySweep1l,0.0,0.0,1.0,Duty Sweep 1 Lock,53,Duty Sweep 1 Lock,53,Duty Sweep 1 Lock
repeatspeed1l,repeatSpeed1l,0.0,0.0,1.0,Repeat Speed 1 Lock,54,Repeat Speed 1 Lock,54,Repeat Speed 1 Lock
flangeroffset1l,flangerOffset1l,0.0,0.0,1.0,Flanger Offset 1 Lock,55,Flanger Offset 1 Lock,55,Flanger Offset 1 Lock
flangersweep1l,flangerSweep1l,0.0,0.0,1.0,Flanger Sweep 1 Lock,56,Flanger Sweep 1 Lock,56,Flanger Sweep 1 Lock
lpfiltercutoff1l,lpFilterCutoff1l,0.0,0.0,1.0,LP Filter Cutoff 1 Lock,57,LP Filter Cutoff 1 Lock,57,LP Filter Cutoff 1 Lock
lpfiltercutoffsweep1l,lpFilterCutoffSweep1l,0.0,0.0,1.0,LP Filter Cutoff Sweep 1 Lock,58,LP Filter Cutoff Sweep 1 Lock,58,LP Filter Cutoff Sweep 1 Lock
lpfilterresonance1l,lpFilterResonance1l,0.0,0.0,1.0,LP Filter Resonance 1 Lock,59,LP Filter Resonance 1 Lock,59,LP Filter Resonance 1 Lock
hpfiltercutoff1l,hpFilterCutoff1l,0.0,0.0,1.0,HP Filter Cutoff 1 Lock,60,HP Filter Cutoff 1 Lock,60,HP Filter Cutoff 1 Lock
hpfiltercutoffsweep1l,hpFilterCutoffSweep1l,0.0,0.0,1.0,HP Filter Cutoff Sweep 1 Lock,61,HP Filter Cutoff Sweep 1 Lock,61,HP Filter Cutoff Sweep 1 Lock
bitcrush1l,bitCrush1l,0.0,0.0,1.0,Bit Crush 1 Lock,62,Bit Crush 1 Lock,62,Bit Crush 1 Lock
bitcrushsweep1l,bitCrushSweep1l,0.0,0.0,1.0,Bit Crush Sweep 1 Lock,63,Bit Crush Sweep 1 Lock,63,Bit Crush Sweep 1 Lock
wavetype2,waveType2,1.0,0.0,8.0,Wave Type 2,64,Wave Type 2,64,Wave Type 2
mastervolume2,masterVolume2,0.5,0.0,1.0,Master Volume 2,65,Master Volume 2,65,Master Volume 2
attacktime2,attackTime2,0.0,0.0,1.0,Attack Time 2,66,Attack Time 2,66,Attack Time 2
sustaintime2,sustainTime2,0.2368491291999817,0.0,1.0,Sustain Time 2,67,Sustain Time 2,67,Sustain Time 2
sustainpunch2,sustainPunch2,0.0,0.0,1.0,Punch 2,68,Punch 2,68,Punch 2
decaytime2,decayTime2,0.1250050216913223,0.0,1.0,Decay Time 2,69,Decay Time 2,69,Decay Time 2
compressionamount2,compressionAmount2,0.300000011920929,0.0,1.0,Compression 2,70,Compression 2,70,Compression 2
startfrequency2,startFrequency2,0.8613621592521667,0.0,1.0,Frequency 2,71,Frequency 2,71,Frequency 2
minfrequency2,minFrequency2,0.2508933842182159,0.0,1.0,Frequency Cutoff 2,72,Frequency Cutoff 2,72,Frequency Cutoff 2
slide2,slide2,-0.2951858639717102,-1.0,1.0,Frequency Slide 2,73,Frequency Slide 2,73,Frequency Slide 2
deltaslide2,deltaSlide2,0.0,-1.0,1.0,Delta Slide 2,74,Delta Slide 2,74,Delta Slide 2
vibratodepth2,vibratoDepth2,0.0,0.0,1.0,Vibrato Depth 2,75,Vibrato Depth 2,75,Vibrato Depth 2
vibratospeed2,vibratoSpeed2,0.0,0.0,1.0,Vibrato Speed 2,76,Vibrato Speed 2,76,Vibrato Speed 2
overtones2,overtones2,0.0,0.0,1.0,Harmonics 2,77,Harmonics 2,77,Harmonics 2
overtonefalloff2,overtoneFalloff2,0.0,0.0,1.0,Harmonics Falloff 2,78,Harmonics Falloff 2,78,Harmonics Falloff 2
changerepeat2,changeRepeat2,0.0,0.0,1.0,Pitch Jump Repeat Speed 2,79,Pitch Jump Repeat Speed 2,79,Pitch Jump Repeat Speed 2
changeamount2,changeAmount2,0.0,-1.0,1.0,Pitch Jump Amount 1 2,80,Pitch Jump Amount 1 2,80,Pitch Jump Amount 1 2
changespeed2,changeSpeed2,0.0,0.0,1.0,Pitch Jump Onset 1 2,81,Pitch Jump Onset 1 2,81,Pitch Jump Onset 1 2
changeamount22,changeAmount22,0.0,-1.0,1.0,Pitch Jump Amount 2 2,82,Pitch Jump Amount 2 2,82,Pitch Jump Amount 2 2
changespeed22,changeSpeed22,0.0,0.0,1.0,Pitch Jump Onset 2 2,83,Pitch Jump Onset 2 2,83,Pitch Jump Onset 2 2
squareduty2,squareDuty2,0.06205284222960472,0.0,1.0,Square Duty 2,84,Square Duty 2,84,Square Duty 2
dutysweep2,dutySweep2,0.1653917878866196,-1.0,1.0,Duty Sweep 2,85,Duty Sweep 2,85,Duty Sweep 2
repeatspeed2,repeatSpeed2,0.0,0.0,1.0,Repeat Speed 2,86,Repeat Speed 2,86,Repeat Speed 2
flangeroffset2,flangerOffset2,0.0,-1.0,1.0,Flanger Offset 2,87,Flanger Offset 2,87,Flanger Offset 2
flangersweep2,flangerSweep2,0.0,-1.0,1.0,Flanger Sweep 2,88,Flanger Sweep 2,88,Flanger Sweep 2
lpfiltercutoff2,lpFilterCutoff2,1.0,0.0,1.0,LP Filter Cutoff 2,89,LP Filter Cutoff 2,89,LP Filter Cutoff 2
lpfiltercutoffsweep2,lpFilterCutoffSweep2,0.0,-1.0,1.0,LP Filter Cutoff Sweep 2,90,LP Filter Cutoff Sweep 2,90,LP Filter Cutoff Sweep 2
lpfilterresonance2,lpFilterResonance2,0.0,0.0,1.0,LP Filter Resonance 2,91,LP Filter Resonance 2,91,LP Filter Resonance 2
hpfiltercutoff2,hpFilterCutoff2,0.0,0.0,1.0,HP Filter Cutoff 2,92,HP Filter Cutoff 2,92,HP Filter Cutoff 2
hpfiltercutoffsweep2,hpFilterCutoffSweep2,0.0,-1.0,1.0,HP Filter Cutoff Sweep 2,93,HP Filter Cutoff Sweep 2,93,HP Filter Cutoff Sweep 2
bitcrush2,bitCrush2,0.0,0.0,1.0,Bit Crush 2,94,Bit Crush 2,94,Bit Crush 2
bitcrushsweep2,bitCrushSweep2,0.0,-1.0,1.0,Bit Crush Sweep 2,95,Bit Crush Sweep 2,95,Bit Crush Sweep 2
wavetype2l,waveType2l,0.0,0.0,1.0,Wave Type 2 Lock,96,Wave Type 2 Lock,96,Wave Type 2 Lock
mastervolume2l,masterVolume2l,1.0,0.0,1.0,Master Volume 2 Lock,97,Master Volume 2 Lock,97,Master Volume 2 Lock
attacktime2l,attackTime2l,0.0,0.0,1.0,Attack Time 2 Lock,98,Attack Time 2 Lock,98,Attack Time 2 Lock
sustaintime2l,sustainTime2l,0.0,0.0,1.0,Sustain Time 2 Lock,99,Sustain Time 2 Lock,99,Sustain Time 2 Lock
sustainpunch2l,sustainPunch2l,0.0,0.0,1.0,Punch 2 Lock,100,Punch 2 Lock,100,Punch 2 Lock
decaytime2l,decayTime2l,0.0,0.0,1.0,Decay Time 2 Lock,101,Decay Time 2 Lock,101,Decay Time 2 Lock
compressionamount2l,compressionAmount2l,0.0,0.0,1.0,Compression 2 Lock,102,Compression 2 Lock,102,Compression 2 Lock
startfrequency2l,startFrequency2l,0.0,0.0,1.0,Frequency 2 Lock,103,Frequency 2 Lock,103,Frequency 2 Lock
minfrequency2l,minFrequency2l,0.0,0.0,1.0,Frequency Cutoff 2 Lock,104,Frequency Cutoff 2 Lock,104,Frequency Cutoff 2 Lock
slide2l,slide2l,0.0,0.0,1.0,Frequency Slide 2 Lock,105,Frequency Slide 2 Lock,105,Frequency Slide 2 Lock
deltaslide2l,deltaSlide2l,0.0,0.0,1.0,Delta Slide 2 Lock,106,Delta Slide 2 Lock,106,Delta Slide 2 Lock
vibratodepth2l,vibratoDepth2l,0.0,0.0,1.0,Vibrato Depth 2 Lock,107,Vibrato Depth 2 Lock,107,Vibrato Depth 2 Lock
vibratospeed2l,vibratoSpeed2l,0.0,0.0,1.0,Vibrato Speed 2 Lock,108,Vibrato Speed 2 Lock,108,Vibrato Speed 2 Lock
overtones2l,overtones2l,0.0,0.0,1.0,Harmonics 2 Lock,109,Harmonics 2 Lock,109,Harmonics 2 Lock
overtonefalloff2l,overtoneFalloff2l,0.0,0.0,1.0,Harmonics Falloff 2 Lock,110,Harmonics Falloff 2 Lock,110,Harmonics Falloff 2 Lock
changerepeat2l,changeRepeat2l,0.0,0.0,1.0,Pitch Jump Repeat Speed 2 Lock,111,Pitch Jump Repeat Speed 2 Lock,111,Pitch Jump Repeat Speed 2 Lock
changeamount2l,changeAmount2l,0.0,0.0,1.0,Pitch Jump Amount 1 2 Lock,112,Pitch Jump Amount 1 2 Lock,112,Pitch Jump Amount 1 2 Lock
changespeed2l,changeSpeed2l,0.0,0.0,1.0,Pitch Jump Onset 1 2 Lock,113,Pitch Jump Onset 1 2 Lock,113,Pitch Jump Onset 1 2 Lock
changeamount22l,changeAmount22l,0.0,0.0,1.0,Pitch Jump Amount 2 2 Lock,114,Pitch Jump Amount 2 2 Lock,114,Pitch Jump Amount 2 2 Lock
changespeed22l,changeSpeed22l,0.0,0.0,1.0,Pitch Jump Onset 2 2 Lock,115,Pitch Jump Onset 2 2 Lock,115,Pitch Jump Onset 2 2 Lock
squareduty2l,squareDuty2l,0.0,0.0,1.0,Square Duty 2 Lock,116,Square Duty 2 Lock,116,Square Duty 2 Lock
dutysweep2l,dutySweep2l,0.0,0.0,1.0,Duty Sweep 2 Lock,117,Duty Sweep 2 Lock,117,Duty Sweep 2 Lock
repeatspeed2l,repeatSpeed2l,0.0,0.0,1.0,Repeat Speed 2 Lock,118,Repeat Speed 2 Lock,118,Repeat Speed 2 Lock
flangeroffset2l,flangerOffset2l,0.0,0.0,1.0,Flanger Offset 2 Lock,119,Flanger Offset 2 Lock,119,Flanger Offset 2 Lock
flangersweep2l,flangerSweep2l,0.0,0.0,1.0,Flanger Sweep 2 Lock,120,Flanger Sweep 2 Lock,120,Flanger Sweep 2 Lock
lpfiltercutoff2l,lpFilterCutoff2l,0.0,0.0,1.0,LP Filter Cutoff 2 Lock,121,LP Filter Cutoff 2 Lock,121,LP Filter Cutoff 2 Lock
lpfiltercutoffsweep2l,lpFilterCutoffSweep2l,0.0,0.0,1.0,LP Filter Cutoff Sweep 2 Lock,122,LP Filter Cutoff Sweep 2 Lock,122,LP Filter Cutoff Sweep 2 Lock
lpfilterresonance2l,lpFilterResonance2l,0.0,0.0,1.0,LP Filter Resonance 2 Lock,123,LP Filter Resonance 2 Lock,123,LP Filter Resonance 2 Lock
hpfiltercutoff2l,hpFilterCutoff2l,0.0,0.0,1.0,HP Filter Cutoff 2 Lock,124,HP Filter Cutoff 2 Lock,124,HP Filter Cutoff 2 Lock
hpfiltercutoffsweep2l,hpFilterCutoffSweep2l,0.0,0.0,1.0,HP Filter Cutoff Sweep 2 Lock,125,HP Filter Cutoff Sweep 2 Lock,125,HP Filter Cutoff Sweep 2 Lock
bitcrush2l,bitCrush2l,0.0,0.0,1.0,Bit Crush 2 Lock,126,Bit Crush 2 Lock,126,Bit Crush 2 Lock
bitcrushsweep2l,bitCrushSweep2l,0.0,0.0,1.0,Bit Crush Sweep 2 Lock,127,Bit Crush Sweep 2 Lock,127,Bit Crush Sweep 2 Lock
wavetype3,waveType3,1.0,0.0,8.0,Wave Type 3,128,Wave Type 3,128,Wave Type 3
mastervolume3,masterVolume3,0.5,0.0,1.0,Master Volume 3,129,Master Volume 3,129,Master Volume 3
attacktime3,attackTime3,0.0,0.0,1.0,Attack Time 3,130,Attack Time 3,130,Attack Time 3
sustaintime3,sustainTime3,0.1242514252662659,0.0,1.0,Sustain Time 3,131,Sustain Time 3,131,Sustain Time 3
sustainpunch3,sustainPunch3,0.0,0.0,1.0,Punch 3,132,Punch 3,132,Punch 3
decaytime3,decayTime3,0.1368388384580612,0.0,1.0,Decay Time 3,133,Decay Time 3,133,Decay Time 3
compressionamount3,compressionAmount3,0.300000011920929,0.0,1.0,Compression 3,134,Compression 3,134,Compression 3
startfrequency3,startFrequency3,0.2965305149555206,0.0,1.0,Frequency 3,135,Frequency 3,135,Frequency 3
minfrequency3,minFrequency3,0.0,0.0,1.0,Frequency Cutoff 3,136,Frequency Cutoff 3,136,Frequency Cutoff 3
slide3,slide3,0.0,-1.0,1.0,Frequency Slide 3,137,Frequency Slide 3,137,Frequency Slide 3
deltaslide3,deltaSlide3,0.0,-1.0,1.0,Delta Slide 3,138,Delta Slide 3,138,Delta Slide 3
vibratodepth3,vibratoDepth3,0.0,0.0,1.0,Vibrato Depth 3,139,Vibrato Depth 3,139,Vibrato Depth 3
vibratospeed3,vibratoSpeed3,0.0,0.0,1.0,Vibrato Speed 3,140,Vibrato Speed 3,140,Vibrato Speed 3
overtones3,overtones3,0.0,0.0,1.0,Harmonics 3,141,Harmonics 3,141,Harmonics 3
overtonefalloff3,overtoneFalloff3,0.0,0.0,1.0,Harmonics Falloff 3,142,Harmonics Falloff 3,142,Harmonics Falloff 3
changerepeat3,changeRepeat3,0.0,0.0,1.0,Pitch Jump Repeat Speed 3,143,Pitch Jump Repeat Speed 3,143,Pitch Jump Repeat Speed 3
changeamount3,changeAmount3,0.0,-1.0,1.0,Pitch Jump Amount 1 3,144,Pitch Jump Amount 1 3,144,Pitch Jump Amount 1 3
changespeed3,changeSpeed3,0.0,0.0,1.0,Pitch Jump Onset 1 3,145,Pitch Jump Onset 1 3,145,Pitch Jump Onset 1 3
changeamount23,changeAmount23,0.0,-1.0,1.0,Pitch Jump Amount 2 3,146,Pitch Jump Amount 2 3,146,Pitch Jump Amount 2 3
changespeed23,changeSpeed23,0.0,0.0,1.0,Pitch Jump Onset 2 3,147,Pitch Jump Onset 2 3,147,Pitch Jump Onset 2 3
squareduty3,squareDuty3,0.0,0.0,1.0,Square Duty 3,148,Square Duty 3,148,Square Duty 3
dutysweep3,dutySweep3,0.0,-1.0,1.0,Duty Sweep 3,149,Duty Sweep 3,149,Duty Sweep 3
repeatspeed3,repeatSpeed3,0.0,0.0,1.0,Repeat Speed 3,150,Repeat Speed 3,150,Repeat Speed 3
flangeroffset3,flangerOffset3,0.0,-1.0,1.0,Flanger Offset 3,151,Flanger Offset 3,151,Flanger Offset 3
flangersweep3,flangerSweep3,0.0,-1.0,1.0,Flanger Sweep 3,152,Flanger Sweep 3,152,Flanger Sweep 3
lpfiltercutoff3,lpFilterCutoff3,1.0,0.0,1.0,LP Filter Cutoff 3,153,LP Filter Cutoff 3,153,LP Filter Cutoff 3
lpfiltercutoffsweep3,lpFilterCutoffSweep3,0.0,-1.0,1.0,LP Filter Cutoff Sweep 3,154,LP Filter Cutoff Sweep 3,154,LP Filter Cutoff Sweep 3
lpfilterresonance3,lpFilterResonance3,0.0,0.0,1.0,LP Filter Resonance 3,155,LP Filter Resonance 3,155,LP Filter Resonance 3
hpfiltercutoff3,hpFilterCutoff3,0.1000000014901161,0.0,1.0,HP Filter Cutoff 3,156,HP Filter Cutoff 3,156,HP Filter Cutoff 3
hpfiltercutoffsweep3,hpFilterCutoffSweep3,0.0,-1.0,1.0,HP Filter Cutoff Sweep 3,157,HP Filter Cutoff Sweep 3,157,HP Filter Cutoff Sweep 3
bitcrush3,bitCrush3,0.0,0.0,1.0,Bit Crush 3,158,Bit Crush 3,158,Bit Crush 3
bitcrushsweep3,bitCrushSweep3,0.0,-1.0,1.0,Bit Crush Sweep 3,159,Bit Crush Sweep 3,159,Bit Crush Sweep 3
wavetype3l,waveType3l,0.0,0.0,1.0,Wave Type 3 Lock,160,Wave Type 3 Lock,160,Wave Type 3 Lock
mastervolume3l,masterVolume3l,1.0,0.0,1.0,Master Volume 3 Lock,161,Master Volume 3 Lock,161,Master Volume 3 Lock
attacktime3l,attackTime3l,0.0,0.0,1.0,Attack Time 3 Lock,162,Attack Time 3 Lock,162,Attack Time 3 Lock
sustaintime3l,sustainTime3l,0.0,0.0,1.0,Sustain Time 3 Lock,163,Sustain Time 3 Lock,163,Sustain Time 3 Lock
sustainpunch3l,sustainPunch3l,0.0,0.0,1.0,Punch 3 Lock,164,Punch 3 Lock,164,Punch 3 Lock
decaytime3l,decayTime3l,0.0,0.0,1.0,Decay Time 3 Lock,165,Decay Time 3 Lock,165,Decay Time 3 Lock
compressionamount3l,compressionAmount3l,0.0,0.0,1.0,Compression 3 Lock,166,Compression 3 Lock,166,Compression 3 Lock
startfrequency3l,startFrequency3l,0.0,0.0,1.0,Frequency 3 Lock,167,Frequency 3 Lock,167,Frequency 3 Lock
minfrequency3l,minFrequency3l,0.0,0.0,1.0,Frequency Cutoff 3 Lock,168,Frequency Cutoff 3 Lock,168,Frequency Cutoff 3 Lock
slide3l,slide3l,0.0,0.0,1.0,Frequency Slide 3 Lock,169,Frequency Slide 3 Lock,169,Frequency Slide 3 Lock
deltaslide3l,deltaSlide3l,0.0,0.0,1.0,Delta Slide 3 Lock,170,Delta Slide 3 Lock,170,Delta Slide 3 Lock
vibratodepth3l,vibratoDepth3l,0.0,0.0,1.0,Vibrato Depth 3 Lock,171,Vibrato Depth 3 Lock,171,Vibrato Depth 3 Lock
vibratospeed3l,vibratoSpeed3l,0.0,0.0,1.0,Vibrato Speed 3 Lock,172,Vibrato Speed 3 Lock,172,Vibrato Speed 3 Lock
overtones3l,overtones3l,0.0,0.0,1.0,Harmonics 3 Lock,173,Harmonics 3 Lock,173,Harmonics 3 Lock
overtonefalloff3l,overtoneFalloff3l,0.0,0.0,1.0,Harmonics Falloff 3 Lock,174,Harmonics Falloff 3 Lock,174,Harmonics Falloff 3 Lock
changerepeat3l,changeRepeat3l,0.0,0.0,1.0,Pitch Jump Repeat Speed 3 Lock,175,Pitch Jump Repeat Speed 3 Lock,175,Pitch Jump Repeat Speed 3 Lock
changeamount3l,changeAmount3l,0.0,0.0,1.0,Pitch Jump Amount 1 3 Lock,176,Pitch Jump Amount 1 3 Lock,176,Pitch Jump Amount 1 3 Lock
changespeed3l,changeSpeed3l,0.0,0.0,1.0,Pitch Jump Onset 1 3 Lock,177,Pitch Jump Onset 1 3 Lock,177,Pitch Jump Onset 1 3 Lock
changeamount23l,changeAmount23l,0.0,0.0,1.0,Pitch Jump Amount 2 3 Lock,178,Pitch Jump Amount 2 3 Lock,178,Pitch Jump Amount 2 3 Lock
changespeed23l,changeSpeed23l,0.0,0.0,1.0,Pitch Jump Onset 2 3 Lock,179,Pitch Jump Onset 2 3 Lock,179,Pitch Jump Onset 2 3 Lock
squareduty3l,squareDuty3l,0.0,0.0,1.0,Square Duty 3 Lock,180,Square Duty 3 Lock,180,Square Duty 3 Lock
dutysweep3l,dutySweep3l,0.0,0.0,1.0,Duty Sweep 3 Lock,181,Duty Sweep 3 Lock,181,Duty Sweep 3 Lock
repeatspeed3l,repeatSpeed3l,0.0,0.0,1.0,Repeat Speed 3 Lock,182,Repeat Speed 3 Lock,182,Repeat Speed 3 Lock
flangeroffset3l,flangerOffset3l,0.0,0.0,1.0,Flanger Offset 3 Lock,183,Flanger Offset 3 Lock,183,Flanger Offset 3 Lock
flangersweep3l,flangerSweep3l,0.0,0.0,1.0,Flanger Sweep 3 Lock,184,Flanger Sweep 3 Lock,184,Flanger Sweep 3 Lock
lpfiltercutoff3l,lpFilterCutoff3l,0.0,0.0,1.0,LP Filter Cutoff 3 Lock,185,LP Filter Cutoff 3 Lock,185,LP Filter Cutoff 3 Lock
lpfiltercutoffsweep3l,lpFilterCutoffSweep3l,0.0,0.0,1.0,LP Filter Cutoff Sweep 3 Lock,186,LP Filter Cutoff Sweep 3 Lock,186,LP Filter Cutoff Sweep 3 Lock
lpfilterresonance3l,lpFilterResonance3l,0.0,0.0,1.0,LP Filter Resonance 3 Lock,187,LP Filter Resonance 3 Lock,187,LP Filter Resonance 3 Lock
hpfiltercutoff3l,hpFilterCutoff3l,0.0,0.0,1.0,HP Filter Cutoff 3 Lock,188,HP Filter Cutoff 3 Lock,188,HP Filter Cutoff 3 Lock
hpfiltercutoffsweep3l,hpFilterCutoffSweep3l,0.0,0.0,1.0,HP Filter Cutoff Sweep 3 Lock,189,HP Filter Cutoff Sweep 3 Lock,189,HP Filter Cutoff Sweep 3 Lock
bitcrush3l,bitCrush3l,0.0,0.0,1.0,Bit Crush 3 Lock,190,Bit Crush 3 Lock,190,Bit Crush 3 Lock
